Player,Country,Team,Assists,Season
Niclas Alexandersson,Sweden,Everton FC,4,2001-2002
Julio Arca,Argentina,Sunderland AFC,4,2001-2002
James Beattie,England,Southampton FC,4,2001-2002
Craig Bellamy,Wales,Newcastle United,4,2001-2002
Jason Dodd,England,Southampton FC,4,2001-2002
Kieron Dyer,England,Newcastle United,4,2001-2002
Robbie Elliott,England,Newcastle United,4,2001-2002
Robbie Fowler,England,Liverpool FC,4,2001-2002
Scott Gemmill,Scotland,Everton FC,4,2001-2002
Keith Gillespie,Northern Ireland,Blackburn Rovers,4,2001-2002
Dietmar Hamann,Germany,Liverpool FC,4,2001-2002
Ian Harte,Ireland,Leeds United,4,2001-2002
Aaron Hughes,Northern Ireland,Newcastle United,4,2001-2002
Robbie Keane,Ireland,Leeds United,4,2001-2002
Roy Keane,Ireland,Manchester United,4,2001-2002
Gary McAllister,Scotland,Liverpool FC,4,2001-2002
Gary Naysmith,Scotland,Everton FC,4,2001-2002
Marians Pahars,Latvia,Southampton FC,4,2001-2002
Kevin Phillips,England,Sunderland AFC,4,2001-2002
Gustavo Poyet,Uruguay,Tottenham Hotspur,4,2001-2002
Martijn Reuser,Netherlands,Ipswich Town,4,2001-2002
Stefan Schwarz,Sweden,Sunderland AFC,4,2001-2002
Alan Shearer,England,Newcastle United,4,2001-2002
Marcus Stewart,England,Ipswich Town,4,2001-2002
Steve Stone,England,Aston Villa,4,2001-2002
Ruud van Nistelrooy,Netherlands,Manchester United,4,2001-2002
Gianfranco Zola,Italy,Chelsea FC,4,2001-2002
Juan Pablo Ángel,Colombia,Aston Villa,3,2001-2002
Gareth Barry,England,Aston Villa,3,2001-2002
Guðni Bergsson,Iceland,Bolton Wanderers,3,2001-2002
Rufus Brevett,England,Fulham FC,3,2001-2002
Deon Burton,Jamaica,Derby County,3,2001-2002
Ashley Cole,England,Arsenal FC,3,2001-2002
Callum Davidson,Scotland,Leicester City,3,2001-2002
Simon Davies,Wales,Tottenham Hotspur,3,2001-2002
Dion Dublin,England,Aston Villa,3,2001-2002
Jason Euell,Jamaica,Charlton Athletic,3,2001-2002
Corrado Grabbi,Italy,Blackburn Rovers,3,2001-2002
Jesper Grønkjær,Denmark,Chelsea FC,3,2001-2002
Barry Hayles,Jamaica,Fulham FC,3,2001-2002
Lee Hendrie,England,Aston Villa,3,2001-2002
Craig Hignett,England,Blackburn Rovers,3,2001-2002
Matt Holland,Ireland,Ipswich Town,3,2001-2002
Jonatan Johansson,Finland,Charlton Athletic,3,2001-2002
Frédéric Kanouté,Mali,West Ham United,3,2001-2002
Gary Kelly,Ireland,Leeds United,3,2001-2002
Tugay Kerimoğlu,Turkey,Blackburn Rovers,3,2001-2002
Harry Kewell,Australia,Leeds United,3,2001-2002
Frank Lampard,England,Chelsea FC,3,2001-2002
Rob Lee,England,Newcastle United,3,2001-2002
Freddie Ljungberg,Sweden,Arsenal FC,3,2001-2002
Lomana LuaLua,Congo DR,Newcastle United,3,2001-2002
Carlos Marinelli,Argentina,Middlesbrough FC,3,2001-2002
Steve Marlet,France,Fulham FC,3,2001-2002
Jason McAteer,Ireland,Sunderland AFC,3,2001-2002
Richard Naylor,England,Ipswich Town,3,2001-2002
Gary Neville,England,Manchester United,3,2001-2002
Mark Pembridge,Wales,Everton FC,3,2001-2002
Emmanuel Petit,France,Chelsea FC,3,2001-2002
Franck Queudrue,France,Middlesbrough FC,3,2001-2002
Niall Quinn,Ireland,Sunderland AFC,3,2001-2002
Tomasz Radzinski,Canada,Everton FC,3,2001-2002
Fabrizio Ravanelli,Italy,Derby County,3,2001-2002
Serhiy Rebrov,Ukraine,Tottenham Hotspur,3,2001-2002
John Arne Riise,Norway,Liverpool FC,3,2001-2002
Jlloyd Samuel,Trinidad & Tobago,Aston Villa,3,2001-2002
Teddy Sheringham,England,Tottenham Hotspur,3,2001-2002
Alan Smith,England,Leeds United,3,2001-2002
Steve Staunton,Ireland,Aston Villa,3,2001-2002
Abel Xavier,Portugal,Liverpool FC,2,2001-2002
Nicolas Anelka,France,Liverpool FC,2,2001-2002
Chris Bart-Williams,England,Charlton Athletic,2,2001-2002
David Batty,England,Leeds United,2,2001-2002
Marcus Bent,England,Ipswich Town,2,2001-2002
Henning Berg,Norway,Blackburn Rovers,2,2001-2002
Patrik Berger,Czech Republic,Liverpool FC,2,2001-2002
Fredi Bobic,Germany,Bolton Wanderers,2,2001-2002
Wayne Bridge,England,Southampton FC,2,2001-2002
Craig Burley,Scotland,Derby County,2,2001-2002
Michael Carrick,England,West Ham United,2,2001-2002
Luke Chadwick,England,Manchester United,2,2001-2002
Jamie Clapham,England,Ipswich Town,2,2001-2002
Joe Cole,England,West Ham United,2,2001-2002
Peter Crouch,England,Aston Villa,2,2001-2002
Rory Delap,Ireland,Southampton FC,2,2001-2002
Matt Elliott,Scotland,Leicester City,2,2001-2002
Les Ferdinand,England,Tottenham Hotspur,2,2001-2002
Mark Fish,South Africa,Charlton Athletic,2,2001-2002
Gary Flitcroft,England,Blackburn Rovers,2,2001-2002
Mikael Forssell,Finland,Chelsea FC,2,2001-2002
Finidi George,Nigeria,Ipswich Town,2,2001-2002
Mustapha Hadji,Morocco,Aston Villa,2,2001-2002
Thomas Hitzlsperger,Germany,Aston Villa,2,2001-2002
Don Hutchison,Scotland,West Ham United,2,2001-2002
Paul Ince,England,Middlesbrough FC,2,2001-2002
Paul Konchesky,England,Charlton Athletic,2,2001-2002
Vladimír Labant,Slovakia,West Ham United,2,2001-2002
Paul Merson,England,Aston Villa,2,2001-2002
Danny Mills,England,Leeds United,2,2001-2002
Stefan Oakes,England,Leicester City,2,2001-2002
Brett Ormerod,England,Southampton FC,2,2001-2002
Scott Parker,England,Charlton Athletic,2,2001-2002
Sixto Peralta,Argentina,Ipswich Town,2,2001-2002
Michael Ricketts,England,Bolton Wanderers,2,2001-2002
Chris Riggott,England,Derby County,2,2001-2002
Robbie Savage,Wales,Leicester City,2,2001-2002
James Scowcroft,England,Leicester City,2,2001-2002
Mario Stanić,Croatia,Chelsea FC,2,2001-2002
Paul Telfer,Scotland,Southampton FC,2,2001-2002
Hakan Ünsal,Turkey,Blackburn Rovers,2,2001-2002
Darius Vassell,England,Aston Villa,2,2001-2002
Patrick Vieira,France,Arsenal FC,2,2001-2002
Rodney Wallace,England,Bolton Wanderers,2,2001-2002
Steve Watson,England,Everton FC,2,2001-2002
David Weir,Scotland,Everton FC,2,2001-2002
Mike Whitlow,England,Bolton Wanderers,2,2001-2002
Paul Williams,England,Southampton FC,2,2001-2002
Boudewijn Zenden,Netherlands,Chelsea FC,2,2001-2002
Ade Akinbiyi,England,Leicester City,1,2001-2002
Celestine Babayaro,Nigeria,Chelsea FC,1,2001-2002
Eirik Bakke,Norway,Leeds United,1,2001-2002
Warren Barton,England,Newcastle United,1,2001-2002
Stig Inge Bjørnebye,Norway,Blackburn Rovers,1,2001-2002
Boa Morte,Portugal,Fulham FC,1,2001-2002
George Boateng,Netherlands,Aston Villa,1,2001-2002
Paul Boertien,England,Derby County,1,2001-2002
Alen Bokšić,Croatia,Middlesbrough FC,1,2001-2002
Goran Bunjevčević,Serbia,Tottenham Hotspur,1,2001-2002
Thomas Butler,Ireland,Sunderland AFC,1,2001-2002
Nicky Butt,England,Manchester United,1,2001-2002
Kevin Campbell,England,Everton FC,1,2001-2002
Sol Campbell,England,Arsenal FC,1,2001-2002
Jamie Carragher,England,Liverpool FC,1,2001-2002
Simon Charlton,England,Bolton Wanderers,1,2001-2002
Malcolm Christie,England,Derby County,1,2001-2002
Carl Cort,Guyana,Newcastle United,1,2001-2002
Laurent Courtois,France,West Ham United,1,2001-2002
Christian Dailly,Scotland,West Ham United,1,2001-2002
Sean Davis,England,Fulham FC,1,2001-2002
Brian Deane,England,Middlesbrough FC,1,2001-2002
Marcel Desailly,France,Chelsea FC,1,2001-2002
Paul Dickov,Scotland,Leicester City,1,2001-2002
Youri Djorkaeff,France,Bolton Wanderers,1,2001-2002
Edu Gaspar,Brazil,Arsenal FC,1,2001-2002
Taher El-Khalej,Morocco,Southampton FC,1,2001-2002
Matthew Etherington,England,Tottenham Hotspur,1,2001-2002
Rio Ferdinand,England,Leeds United,1,2001-2002
Duncan Ferguson,Scotland,Everton FC,1,2001-2002
Bjarne Goldbæk,Denmark,Fulham FC,1,2001-2002
Alain Goma,France,Fulham FC,1,2001-2002
Jonathan Greening,England,Middlesbrough FC,1,2001-2002
Bernt Haas,Switzerland,Sunderland AFC,1,2001-2002
Bo Hansen,Denmark,Bolton Wanderers,1,2001-2002
Colin Hendry,Scotland,Bolton Wanderers,1,2001-2002
Hermann Hreiðarsson,Iceland,Ipswich Town,1,2001-2002
Andy Impey,England,Leicester City,1,2001-2002
Steffen Iversen,Norway,Tottenham Hotspur,1,2001-2002
Muzzy Izzet,Turkey,Leicester City,1,2001-2002
Jermaine Jenas,England,Newcastle United,1,2001-2002
Claus Jensen,Denmark,Charlton Athletic,1,2001-2002
Seth Johnson,England,Leeds United,1,2001-2002
Hassan Kachloul,Morocco,Aston Villa,1,2001-2002
Nwankwo Kanu,Nigeria,Arsenal FC,1,2001-2002
Martin Keown,England,Arsenal FC,1,2001-2002
Dean Kiely,Ireland,Charlton Athletic,1,2001-2002
Sylvain Legwinski,France,Fulham FC,1,2001-2002
Øyvind Leonhardsen,Norway,Tottenham Hotspur,1,2001-2002
Tobias Linderoth,Sweden,Everton FC,1,2001-2002
Kevin Lisbie,Jamaica,Charlton Athletic,1,2001-2002
Jari Litmanen,Finland,Liverpool FC,1,2001-2002
Oleg Luzhniy,Ukraine,Arsenal FC,1,2001-2002
Jim Magilton,Northern Ireland,Ipswich Town,1,2001-2002
Gavin McCann,England,Sunderland AFC,1,2001-2002
John McGreal,England,Ipswich Town,1,2001-2002
Olof Mellberg,Sweden,Aston Villa,1,2001-2002
Scott Minto,England,West Ham United,1,2001-2002
Lee Morris,England,Derby County,1,2001-2002
Robbie Mustoe,England,Middlesbrough FC,1,2001-2002
Lucas Neill,Australia,Blackburn Rovers,1,2001-2002
Szilárd Németh,Slovakia,Middlesbrough FC,1,2001-2002
Kevin Nolan,England,Bolton Wanderers,1,2001-2002
Matt Oakley,England,Southampton FC,1,2001-2002
Michael Owen,England,Liverpool FC,1,2001-2002
Henrik Pedersen,Denmark,Bolton Wanderers,1,2001-2002
Matthew Piper,England,Leicester City,1,2001-2002
Alessandro Pistone,Italy,Everton FC,1,2001-2002
Chris Powell,England,Charlton Athletic,1,2001-2002
Claudio Reyna,USA,Sunderland AFC,1,2001-2002
Dean Richards,England,Tottenham Hotspur,1,2001-2002
Stuart Ripley,England,Southampton FC,1,2001-2002
John Robinson,Wales,Charlton Athletic,1,2001-2002
Alan Rogers,England,Leicester City,1,2001-2002
Louis Saha,France,Fulham FC,1,2001-2002
Nicky Southall,England,Bolton Wanderers,1,2001-2002
Gary Speed,Wales,Newcastle United,1,2001-2002
Philip Stamp,England,Middlesbrough FC,1,2001-2002
Jordan Stewart,England,Leicester City,1,2001-2002
Graham Stuart,England,Charlton Athletic,1,2001-2002
Mathias Svensson,Sweden,Charlton Athletic,1,2001-2002
Idan Tal,Israel,Everton FC,1,2001-2002
Mauricio Taricco,Argentina,Tottenham Hotspur,1,2001-2002
Ian Taylor,England,Aston Villa,1,2001-2002
John Terry,England,Chelsea FC,1,2001-2002
Ben Thatcher,Wales,Tottenham Hotspur,1,2001-2002
Gary Twigg,Scotland,Derby County,1,2001-2002
David Unsworth,England,Everton FC,1,2001-2002
Juan Sebastián Verón,Argentina,Manchester United,1,2001-2002
Paul Warhurst,England,Bolton Wanderers,1,2001-2002
Jason Wilcox,England,Leeds United,1,2001-2002
Nigel Winterburn,England,West Ham United,1,2001-2002
Alan Wright,England,Aston Villa,1,2001-2002
Luke Young,England,Charlton Athletic,1,2001-2002
Luciano Zavagno,Argentina,Derby County,1,2001-2002
